Index,File,Points,Lambda_Min,Lambda_Max,Integral,Peak_Value,Peak_Lambda,Mean_Value,Time_HMS
188,500_565_QEPB04081__188__09-53-32-907.txt,1044,220.843,1015.12,1518859.98275,42751.25,504.934,1882.26053639847,2000-01-01 09:53:32
189,500_565_QEPB04081__189__09-53-33-913.txt,1044,220.843,1015.12,1519517.26624,42736.62,504.934,1883.08264367816,2000-01-01 09:53:33
190,500_565_QEPB04081__190__09-53-34-909.txt,1044,220.843,1015.12,1518476.61425,42770.25,504.934,1881.78735632184,2000-01-01 09:53:34
191,500_565_QEPB04081__191__09-53-35-899.txt,1044,220.843,1015.12,1519333.2445,42820.5,504.934,1882.85057471264,2000-01-01 09:53:35
192,500_565_QEPB04081__192__09-53-36-899.txt,1044,220.843,1015.12,1517968.96975,42655.25,504.934,1881.16091954023,2000-01-01 09:53:36
193,500_565_QEPB04081__193__09-53-37-890.txt,1044,220.843,1015.12,1518190.475,42623,504.934,1881.43103448276,2000-01-01 09:53:37
194,500_565_QEPB04081__194__09-53-38-898.txt,1044,220.843,1015.12,1517372.48874,42738.12,504.934,1880.42076628352,2000-01-01 09:53:38
195,500_565_QEPB04081__195__09-53-39-889.txt,1044,220.843,1015.12,1517089.9565,42653.5,504.934,1880.07183908046,2000-01-01 09:53:39
196,500_565_QEPB04081__196__09-53-40-884.txt,1044,220.843,1015.12,1518049.04424,42652.12,504.934,1881.27325670498,2000-01-01 09:53:40
197,500_565_QEPB04081__197__09-53-41-884.txt,1044,220.843,1015.12,1518881.6125,42757,504.934,1882.30459770115,2000-01-01 09:53:41
198,500_565_QEPB04081__198__09-53-42-872.txt,1044,220.843,1015.12,1517751.28924,42628.62,504.934,1880.89969348659,2000-01-01 09:53:42
199,500_565_QEPB04081__199__09-53-43-868.txt,1044,220.843,1015.12,1516911.90924,42652.62,504.934,1879.85946360153,2000-01-01 09:53:43
200,500_565_QEPB04081__200__09-53-44-857.txt,1044,220.843,1015.12,1517216.53126,42589.38,504.934,1880.23440613027,2000-01-01 09:53:44
201,500_565_QEPB04081__201__09-53-45-854.txt,1044,220.843,1015.12,1516305.56576,42644.38,504.934,1879.09360153257,2000-01-01 09:53:45
202,500_565_QEPB04081__202__09-53-46-869.txt,1044,220.843,1015.12,1517658.478,42683.5,504.934,1880.78544061303,2000-01-01 09:53:46
203,500_565_QEPB04081__203__09-53-47-861.txt,1044,220.843,1015.12,1517703.51524,42680.62,504.934,1880.82689655172,2000-01-01 09:53:47
204,500_565_QEPB04081__204__09-53-48-859.txt,1044,220.843,1015.12,1514747.30526,42561.88,504.934,1877.16831417625,2000-01-01 09:53:48
205,500_565_QEPB04081__205__09-53-49-855.txt,1044,220.843,1015.12,1515824.70324,42533.12,504.934,1878.50888888889,2000-01-01 09:53:49
206,500_565_QEPB04081__206__09-53-50-862.txt,1044,220.843,1015.12,1433762.89926,40242.38,505.707,1776.81869731801,2000-01-01 09:53:50
207,500_565_QEPB04081__207__09-53-51-850.txt,1044,220.843,1015.12,1459574.18224,40998.12,504.934,1808.81348659004,2000-01-01 09:53:51
208,500_565_QEPB04081__208__09-53-52-843.txt,1044,220.843,1015.12,1493452.95026,41917.88,504.934,1850.79570881226,2000-01-01 09:53:52
209,500_565_QEPB04081__209__09-53-53-837.txt,1044,220.843,1015.12,1516536.80226,42534.88,505.707,1879.40681992337,2000-01-01 09:53:53
210,500_565_QEPB04081__210__09-53-54-832.txt,1044,220.843,1015.12,1516894.23724,42545.62,504.934,1879.84030651341,2000-01-01 09:53:54
211,500_565_QEPB04081__211__09-53-55-823.txt,1044,220.843,1015.12,1515992.72576,42565.38,504.934,1878.7229118774,2000-01-01 09:53:55
212,500_565_QEPB04081__212__09-53-56-812.txt,1044,220.843,1015.12,1515545.82674,42492.12,504.934,1878.1678927203,2000-01-01 09:53:56
213,500_565_QEPB04081__213__09-53-57-809.txt,1044,220.843,1015.12,1517301.4845,42588,504.934,1880.35727969349,2000-01-01 09:53:57
214,500_565_QEPB04081__214__09-53-58-798.txt,1044,220.843,1015.12,1516807.6005,42488.5,505.707,1879.73659003831,2000-01-01 09:53:58
215,500_565_QEPB04081__215__09-53-59-800.txt,1044,220.843,1015.12,1516850.20574,42551.62,504.934,1879.79528735632,2000-01-01 09:53:59
216,500_565_QEPB04081__216__09-54-00-797.txt,1044,220.843,1015.12,1516585.69776,42507.38,504.934,1879.47578544062,2000-01-01 09:54:00
217,500_565_QEPB04081__217__09-54-01-790.txt,1044,220.843,1015.12,1515055.4135,42486,504.934,1877.5622605364,2000-01-01 09:54:01
218,500_565_QEPB04081__218__09-54-02-802.txt,1044,220.843,1015.12,1515958.96224,42489.12,504.934,1878.69662835249,2000-01-01 09:54:02
219,500_565_QEPB04081__219__09-54-03-798.txt,1044,220.843,1015.12,1515961.27924,42473.12,504.934,1878.6985440613,2000-01-01 09:54:03
220,500_565_QEPB04081__220__09-54-04-792.txt,1044,220.843,1015.12,1516266.16374,42472.62,504.934,1879.08839080459,2000-01-01 09:54:04
221,500_565_QEPB04081__221__09-54-05-779.txt,1044,220.843,1015.12,1515139.83125,42373.75,504.934,1877.67911877395,2000-01-01 09:54:05
222,500_565_QEPB04081__222__09-54-06-779.txt,1044,220.843,1015.12,1513994.25226,42425.88,504.934,1876.24973180077,2000-01-01 09:54:06
223,500_565_QEPB04081__223__09-54-07-780.txt,1044,220.843,1015.12,1513849.16425,42345.25,504.934,1876.07375478927,2000-01-01 09:54:07
224,500_565_QEPB04081__224__09-54-08-770.txt,1044,220.843,1015.12,1513242.60824,42364.12,504.934,1875.33839080459,2000-01-01 09:54:08
225,500_565_QEPB04081__225__09-54-09-763.txt,1044,220.843,1015.12,1513168.25776,42446.88,504.934,1875.23153256705,2000-01-01 09:54:09
226,500_565_QEPB04081__226__09-54-10-759.txt,1044,220.843,1015.12,1513401.354,42383.5,504.934,1875.53256704981,2000-01-01 09:54:10
227,500_565_QEPB04081__227__09-54-11-761.txt,1044,220.843,1015.12,1513153.236,42320.5,504.934,1875.2183908046,2000-01-01 09:54:11
228,500_565_QEPB04081__228__09-54-12-755.txt,1044,220.843,1015.12,1512531.36524,42372.62,504.934,1874.45141762452,2000-01-01 09:54:12
229,500_565_QEPB04081__229__09-54-13-745.txt,1044,220.843,1015.12,1512749.448,42326,504.934,1874.71647509579,2000-01-01 09:54:13
230,500_565_QEPB04081__230__09-54-14-754.txt,1044,220.843,1015.12,1512757.048,42342,504.934,1874.74233716475,2000-01-01 09:54:14
231,500_565_QEPB04081__231__09-54-15-745.txt,1044,220.843,1015.12,1512356.025,42319.5,505.707,1874.23754789272,2000-01-01 09:54:15
232,500_565_QEPB04081__232__09-54-16-740.txt,1044,220.843,1015.12,1511918.27275,42337.25,504.934,1873.69061302682,2000-01-01 09:54:16
233,500_565_QEPB04081__233__09-54-17-739.txt,1044,220.843,1015.12,1512426.988,42283.5,505.707,1874.34099616858,2000-01-01 09:54:17
234,500_565_QEPB04081__234__09-54-18-735.txt,1044,220.843,1015.12,1511690.05675,42258.25,505.707,1873.42624521073,2000-01-01 09:54:18
235,500_565_QEPB04081__235__09-54-19-726.txt,1044,220.843,1015.12,1511273.80326,42266.88,504.934,1872.90203065134,2000-01-01 09:54:19
236,500_565_QEPB04081__236__09-54-20-725.txt,1044,220.843,1015.12,1511110.87275,42226.25,504.934,1872.69540229885,2000-01-01 09:54:20
237,500_565_QEPB04081__237__09-54-21-720.txt,1044,220.843,1015.12,1512029.473,42297,504.934,1873.84482758621,2000-01-01 09:54:21
238,500_565_QEPB04081__238__09-54-22-719.txt,1044,220.843,1015.12,1511359.098,42235.5,504.934,1873.00862068966,2000-01-01 09:54:22
239,500_565_QEPB04081__239__09-54-23-716.txt,1044,220.843,1015.12,1511659.181,42208,504.934,1873.3898467433,2000-01-01 09:54:23
240,500_565_QEPB04081__240__09-54-24-707.txt,1044,220.843,1015.12,1510380.97826,42251.88,504.934,1871.78900383142,2000-01-01 09:54:24
241,500_565_QEPB04081__241__09-54-25-698.txt,1044,220.843,1015.12,1509333.69274,42169.12,504.934,1870.49260536398,2000-01-01 09:54:25
242,500_565_QEPB04081__242__09-54-26-688.txt,1044,220.843,1015.12,1510233.83224,42152.62,504.934,1871.61712643678,2000-01-01 09:54:26
243,500_565_QEPB04081__243__09-54-27-692.txt,1044,220.843,1015.12,1511686.46275,42144.25,505.707,1873.43007662835,2000-01-01 09:54:27
244,500_565_QEPB04081__244__09-54-28-691.txt,1044,220.843,1015.12,1510170.15226,42108.38,505.707,1871.53804597701,2000-01-01 09:54:28
245,500_565_QEPB04081__245__09-54-29-688.txt,1044,220.843,1015.12,1510409.12725,42226.75,504.934,1871.83812260536,2000-01-01 09:54:29
246,500_565_QEPB04081__246__09-54-30-684.txt,1044,220.843,1015.12,1509299.58976,42112.38,504.934,1870.46141762452,2000-01-01 09:54:30
247,500_565_QEPB04081__247__09-54-31-675.txt,1044,220.843,1015.12,1509095.96926,42165.88,504.934,1870.19800766284,2000-01-01 09:54:31
248,500_565_QEPB04081__248__09-54-32-674.txt,1044,220.843,1015.12,1509112.641,42060.5,505.707,1870.22605363985,2000-01-01 09:54:32
249,500_565_QEPB04081__249__09-54-33-666.txt,1044,220.843,1015.12,1508281.41425,42115.75,505.707,1869.2030651341,2000-01-01 09:54:33
250,500_565_QEPB04081__250__09-54-34-657.txt,1044,220.843,1015.12,1507764.10276,42085.38,504.934,1868.55816091954,2000-01-01 09:54:34
251,500_565_QEPB04081__251__09-54-35-654.txt,1044,220.843,1015.12,1508576.77826,42086.38,504.934,1869.56582375479,2000-01-01 09:54:35
252,500_565_QEPB04081__252__09-54-36-649.txt,1044,220.843,1015.12,1507974.47725,42007.75,504.934,1868.82471264368,2000-01-01 09:54:36
253,500_565_QEPB04081__253__09-54-37-639.txt,1044,220.843,1015.12,1508389.41424,42085.62,504.934,1869.33839080459,2000-01-01 09:54:37
254,500_565_QEPB04081__254__09-54-38-632.txt,1044,220.843,1015.12,1507487.582,42079.5,504.934,1868.2183908046,2000-01-01 09:54:38
255,500_565_QEPB04081__255__09-54-39-629.txt,1044,220.843,1015.12,1507177.57525,41984.75,505.707,1867.84003831418,2000-01-01 09:54:39
256,500_565_QEPB04081__256__09-54-40-640.txt,1044,220.843,1015.12,1507784.96875,42143.25,504.934,1868.58812260536,2000-01-01 09:54:40
257,500_565_QEPB04081__257__09-54-41-633.txt,1044,220.843,1015.12,1507665.6595,41983.5,504.934,1868.43869731801,2000-01-01 09:54:41
258,500_565_QEPB04081__258__09-54-42-626.txt,1044,220.843,1015.12,1508055.28176,42078.88,505.707,1868.92980842912,2000-01-01 09:54:42
259,500_565_QEPB04081__259__09-54-43-622.txt,1044,220.843,1015.12,1507732.44575,41999.25,505.707,1868.52107279693,2000-01-01 09:54:43
260,500_565_QEPB04081__260__09-54-44-616.txt,1044,220.843,1015.12,1496911.1855,41706.5,505.707,1855.11494252874,2000-01-01 09:54:44
261,500_565_QEPB04081__261__09-54-45-609.txt,1044,220.843,1015.12,1444075.64274,40253.62,504.934,1789.64107279693,2000-01-01 09:54:45
262,500_565_QEPB04081__262__09-54-46-603.txt,1044,220.843,1015.12,1476304.22575,41156.75,504.934,1829.58333333333,2000-01-01 09:54:46
263,500_565_QEPB04081__263__09-54-47-600.txt,1044,220.843,1015.12,1457311.67525,40573.25,504.934,1806.05363984674,2000-01-01 09:54:47
264,500_565_QEPB04081__264__09-54-48-604.txt,1044,220.843,1015.12,1479841.97326,41252.88,504.934,1833.9738697318,2000-01-01 09:54:48
265,500_565_QEPB04081__265__09-54-49-600.txt,1044,220.843,1015.12,1502066.624,41806.5,504.934,1861.50478927203,2000-01-01 09:54:49
266,500_565_QEPB04081__266__09-54-50-613.txt,1044,220.843,1015.12,1503851.07676,41881.88,504.934,1863.72961685824,2000-01-01 09:54:50
267,500_565_QEPB04081__267__09-54-51-604.txt,1044,220.843,1015.12,1503304.65976,41899.88,505.707,1863.03325670498,2000-01-01 09:54:51
268,500_565_QEPB04081__268__09-54-52-595.txt,1044,220.843,1015.12,1504449.43374,41821.12,504.934,1864.47249042145,2000-01-01 09:54:52
269,500_565_QEPB04081__269__09-54-53-598.txt,1044,220.843,1015.12,1503220.18176,41858.88,504.934,1862.92980842912,2000-01-01 09:54:53
270,500_565_QEPB04081__270__09-54-54-591.txt,1044,220.843,1015.12,1503193.06074,41844.62,505.707,1862.91022988505,2000-01-01 09:54:54
271,500_565_QEPB04081__271__09-54-55-591.txt,1044,220.843,1015.12,1503961.19075,41865.75,505.707,1863.87739463602,2000-01-01 09:54:55
272,500_565_QEPB04081__272__09-54-56-594.txt,1044,220.843,1015.12,1503663.18476,41874.88,504.934,1863.49781609196,2000-01-01 09:54:56
273,500_565_QEPB04081__273__09-54-57-591.txt,1044,220.843,1015.12,1502193.10125,41846.25,504.934,1861.66666666667,2000-01-01 09:54:57
274,500_565_QEPB04081__274__09-54-58-585.txt,1044,220.843,1015.12,1502795.0225,41814,504.934,1862.42720306513,2000-01-01 09:54:58
275,500_565_QEPB04081__275__09-54-59-579.txt,1044,220.843,1015.12,1502350.90626,41815.38,504.934,1861.86659003832,2000-01-01 09:54:59
276,500_565_QEPB04081__276__09-55-00-573.txt,1044,220.843,1015.12,1501920.50374,41857.12,504.934,1861.33264367816,2000-01-01 09:55:00
277,500_565_QEPB04081__277__09-55-01-576.txt,1044,220.843,1015.12,1501494.62075,41748.25,504.934,1860.80938697318,2000-01-01 09:55:01
278,500_565_QEPB04081__278__09-55-02-571.txt,1044,220.843,1015.12,1501506.797,41740.5,505.707,1860.82471264368,2000-01-01 09:55:02
279,500_565_QEPB04081__279__09-55-03-563.txt,1044,220.843,1015.12,1501321.65176,41815.38,504.934,1860.5983908046,2000-01-01 09:55:03
280,500_565_QEPB04081__280__09-55-04-559.txt,1044,220.843,1015.12,1500240.4685,41641.5,504.934,1859.26149425287,2000-01-01 09:55:04
281,500_565_QEPB04081__281__09-55-05-551.txt,1044,220.843,1015.12,1501112.68275,41764.75,504.934,1860.34482758621,2000-01-01 09:55:05
282,500_565_QEPB04081__282__09-55-06-549.txt,1044,220.843,1015.12,1499210.53825,41654.25,504.934,1857.9837164751,2000-01-01 09:55:06
283,500_565_QEPB04081__283__09-55-07-550.txt,1044,220.843,1015.12,1498971.1835,41621,505.707,1857.69827586207,2000-01-01 09:55:07
284,500_565_QEPB04081__284__09-55-08-552.txt,1044,220.843,1015.12,1498547.4305,41606.5,505.707,1857.16762452107,2000-01-01 09:55:08
285,500_565_QEPB04081__285__09-55-09-548.txt,1044,220.843,1015.12,1501522.112,41662,504.934,1860.86685823755,2000-01-01 09:55:09
286,500_565_QEPB04081__286__09-55-10-539.txt,1044,220.843,1015.12,1496594.76575,41461.25,505.707,1854.76340996169,2000-01-01 09:55:10
287,500_565_QEPB04081__287__09-55-11-541.txt,1044,220.843,1015.12,1498991.72524,41539.12,504.934,1857.72057471264,2000-01-01 09:55:11
288,500_565_QEPB04081__288__09-55-12-554.txt,1044,220.843,1015.12,1498008.51526,41572.88,504.934,1856.51409961686,2000-01-01 09:55:12
289,500_565_QEPB04081__289__09-55-13-558.txt,1044,220.843,1015.12,1495966.14626,41475.88,504.934,1853.98727969349,2000-01-01 09:55:13
290,500_565_QEPB04081__290__09-55-14-563.txt,1044,220.843,1015.12,1498234.91675,41562.25,504.934,1856.80172413793,2000-01-01 09:55:14
291,500_565_QEPB04081__291__09-55-15-565.txt,1044,220.843,1015.12,1494834.538,41448.5,505.707,1852.57471264368,2000-01-01 09:55:15
292,500_565_QEPB04081__292__09-55-16-559.txt,1044,220.843,1015.12,1495943.95976,41467.88,505.707,1853.95950191571,2000-01-01 09:55:16
293,500_565_QEPB04081__293__09-55-17-557.txt,1044,220.843,1015.12,1495307.2,41365,505.707,1853.17337164751,2000-01-01 09:55:17
294,500_565_QEPB04081__294__09-55-18-550.txt,1044,220.843,1015.12,1495581.34026,41363.88,504.934,1853.51026819924,2000-01-01 09:55:18
295,500_565_QEPB04081__295__09-55-19-545.txt,1044,220.843,1015.12,1494443.693,41407,504.934,1852.10536398467,2000-01-01 09:55:19
296,500_565_QEPB04081__296__09-55-20-543.txt,1044,220.843,1015.12,1494212.85476,41369.38,505.707,1851.81199233717,2000-01-01 09:55:20
297,500_565_QEPB04081__297__09-55-21-537.txt,1044,220.843,1015.12,1495233.8285,41396,505.707,1853.08237547893,2000-01-01 09:55:21
298,500_565_QEPB04081__298__09-55-22-535.txt,1044,220.843,1015.12,1494251.64974,41314.62,505.707,1851.86425287356,2000-01-01 09:55:22
299,500_565_QEPB04081__299__09-55-23-526.txt,1044,220.843,1015.12,1494256.26726,41370.38,504.934,1851.88,2000-01-01 09:55:23
300,500_565_QEPB04081__300__09-55-24-526.txt,1044,220.843,1015.12,1495147.3475,41337,505.707,1852.98084291188,2000-01-01 09:55:24
301,500_565_QEPB04081__301__09-55-25-526.txt,1044,220.843,1015.12,1493247.25526,41236.88,504.934,1850.62521072797,2000-01-01 09:55:25
302,500_565_QEPB04081__302__09-55-26-518.txt,1044,220.843,1015.12,1492434.68426,41312.88,505.707,1849.60222222223,2000-01-01 09:55:26
303,500_565_QEPB04081__303__09-55-27-515.txt,1044,220.843,1015.12,1493158.20074,41297.62,505.707,1850.51272030651,2000-01-01 09:55:27
304,500_565_QEPB04081__304__09-55-28-514.txt,1044,220.843,1015.12,1492688.92424,41288.62,505.707,1849.92938697318,2000-01-01 09:55:28
305,500_565_QEPB04081__305__09-55-29-510.txt,1044,220.843,1015.12,1493986.59725,41295.25,505.707,1851.54789272031,2000-01-01 09:55:29
306,500_565_QEPB04081__306__09-55-30-515.txt,1044,220.843,1015.12,1491979.4895,41216.5,506.48,1849.05172413793,2000-01-01 09:55:30
307,500_565_QEPB04081__307__09-55-31-509.txt,1044,220.843,1015.12,1491742.22576,41258.88,505.707,1848.76122605364,2000-01-01 09:55:31
308,500_565_QEPB04081__308__09-55-32-498.txt,1044,220.843,1015.12,1492176.35875,41211.25,504.934,1849.30651340996,2000-01-01 09:55:32
309,500_565_QEPB04081__309__09-55-33-508.txt,1044,220.843,1015.12,1492072.28826,41264.88,505.707,1849.1769348659,2000-01-01 09:55:33
310,500_565_QEPB04081__310__09-55-34-503.txt,1044,220.843,1015.12,1492193.34,41179,505.707,1849.3275862069,2000-01-01 09:55:34
311,500_565_QEPB04081__311__09-55-35-501.txt,1044,220.843,1015.12,1492267.77875,41273.75,505.707,1849.41762452107,2000-01-01 09:55:35
312,500_565_QEPB04081__312__09-55-36-498.txt,1044,220.843,1015.12,1491804.25526,41190.38,505.707,1848.85126436782,2000-01-01 09:55:36
313,500_565_QEPB04081__313__09-55-37-491.txt,1044,220.843,1015.12,1491293.1315,41216.5,505.707,1848.20210727969,2000-01-01 09:55:37
314,500_565_QEPB04081__314__09-55-38-484.txt,1044,220.843,1015.12,1490390.59474,41130.62,504.934,1847.09030651341,2000-01-01 09:55:38
315,500_565_QEPB04081__315__09-55-39-489.txt,1044,220.843,1015.12,1453591.27174,40138.12,504.934,1801.49260536398,2000-01-01 09:55:39
316,500_565_QEPB04081__316__09-55-40-484.txt,1044,220.843,1015.12,1348906.80024,37258.62,504.934,1671.74356321839,2000-01-01 09:55:40
317,500_565_QEPB04081__317__09-55-41-485.txt,1044,220.843,1015.12,1399981.584,38697.5,505.707,1735.03831417625,2000-01-01 09:55:41
318,500_565_QEPB04081__318__09-55-42-483.txt,1044,220.843,1015.12,1351203.53574,37349.62,504.934,1674.589348659,2000-01-01 09:55:42
319,500_565_QEPB04081__319__09-55-43-494.txt,1044,220.843,1015.12,1479588.74674,40864.62,504.934,1833.70429118774,2000-01-01 09:55:43
320,500_565_QEPB04081__320__09-55-44-486.txt,1044,220.843,1015.12,1482315.65274,40958.62,505.707,1837.08072796935,2000-01-01 09:55:44
321,500_565_QEPB04081__321__09-55-45-477.txt,1044,220.843,1015.12,1483854.312,40991,504.934,1838.99425287356,2000-01-01 09:55:45
322,500_565_QEPB04081__322__09-55-46-476.txt,1044,220.843,1015.12,1483043.10374,40914.12,504.934,1837.99356321839,2000-01-01 09:55:46
323,500_565_QEPB04081__323__09-55-47-474.txt,1044,220.843,1015.12,1484709.68325,40992.25,505.707,1840.05842911877,2000-01-01 09:55:47
324,500_565_QEPB04081__324__09-55-48-468.txt,1044,220.843,1015.12,1483808.76574,40949.62,505.707,1838.95429118774,2000-01-01 09:55:48
325,500_565_QEPB04081__325__09-55-49-458.txt,1044,220.843,1015.12,1483098.267,40961.5,505.707,1838.05651340996,2000-01-01 09:55:49
326,500_565_QEPB04081__326__09-55-50-455.txt,1044,220.843,1015.12,1483227.32224,40940.12,505.707,1838.21961685823,2000-01-01 09:55:50
327,500_565_QEPB04081__327__09-55-51-459.txt,1044,220.843,1015.12,1483679.93925,40895.25,505.707,1838.78735632184,2000-01-01 09:55:51
328,500_565_QEPB04081__328__09-55-52-453.txt,1044,220.843,1015.12,1483730.1655,40932.5,505.707,1838.84195402299,2000-01-01 09:55:52
329,500_565_QEPB04081__329__09-55-53-447.txt,1044,220.843,1015.12,1483298.49926,40887.88,505.707,1838.31390804598,2000-01-01 09:55:53
330,500_565_QEPB04081__330__09-55-54-445.txt,1044,220.843,1015.12,1481843.29326,40888.38,504.934,1836.50356321839,2000-01-01 09:55:54
331,500_565_QEPB04081__331__09-55-55-438.txt,1044,220.843,1015.12,1483857.76325,40953.75,505.707,1839.01915708812,2000-01-01 09:55:55
332,500_565_QEPB04081__332__09-55-56-437.txt,1044,220.843,1015.12,1482882.06175,40795.25,504.934,1837.80747126437,2000-01-01 09:55:56
333,500_565_QEPB04081__333__09-55-57-433.txt,1044,220.843,1015.12,1482822.625,40849,505.707,1837.72988505747,2000-01-01 09:55:57
334,500_565_QEPB04081__334__09-55-58-431.txt,1044,220.843,1015.12,1481070.63424,40830.12,505.707,1835.54432950191,2000-01-01 09:55:58
335,500_565_QEPB04081__335__09-55-59-429.txt,1044,220.843,1015.12,1481146.24225,40817.75,505.707,1835.64942528736,2000-01-01 09:55:59
336,500_565_QEPB04081__336__09-56-00-424.txt,1044,220.843,1015.12,1482046.48824,40776.62,506.48,1836.77996168582,2000-01-01 09:56:00
337,500_565_QEPB04081__337__09-56-01-425.txt,1044,220.843,1015.12,1481250.57725,40768.75,505.707,1835.78352490421,2000-01-01 09:56:01
338,500_565_QEPB04081__338__09-56-02-438.txt,1044,220.843,1015.12,1480938.06426,40730.88,504.934,1835.39915708813,2000-01-01 09:56:02
339,500_565_QEPB04081__339__09-56-03-437.txt,1044,220.843,1015.12,1481526.02426,40743.38,506.48,1836.13862068966,2000-01-01 09:56:03
340,500_565_QEPB04081__340__09-56-04-443.txt,1044,220.843,1015.12,1480337.89625,40792.25,505.707,1834.64942528736,2000-01-01 09:56:04
341,500_565_QEPB04081__341__09-56-05-444.txt,1044,220.843,1015.12,1480719.881,40639,504.934,1835.13601532567,2000-01-01 09:56:05
342,500_565_QEPB04081__342__09-56-06-435.txt,1044,220.843,1015.12,1481024.857,40763.5,505.707,1835.50478927203,2000-01-01 09:56:06
343,500_565_QEPB04081__343__09-56-07-441.txt,1044,220.843,1015.12,1479189.79225,40642.75,505.707,1833.24042145594,2000-01-01 09:56:07
344,500_565_QEPB04081__344__09-56-08-432.txt,1044,220.843,1015.12,1480499.14724,40694.12,505.707,1834.86425287356,2000-01-01 09:56:08
345,500_565_QEPB04081__345__09-56-09-424.txt,1044,220.843,1015.12,1478928.94125,40668.25,505.707,1832.9224137931,2000-01-01 09:56:09
346,500_565_QEPB04081__346__09-56-10-414.txt,1044,220.843,1015.12,1478437.2125,40617,505.707,1832.30938697318,2000-01-01 09:56:10
347,500_565_QEPB04081__347__09-56-11-410.txt,1044,220.843,1015.12,1481552.15976,40648.38,506.48,1836.16352490422,2000-01-01 09:56:11
348,500_565_QEPB04081__348__09-56-12-402.txt,1044,220.843,1015.12,1478496.133,40615,505.707,1832.38409961686,2000-01-01 09:56:12
349,500_565_QEPB04081__349__09-56-13-396.txt,1044,220.843,1015.12,1476520.33226,40582.38,506.48,1829.92789272031,2000-01-01 09:56:13
350,500_565_QEPB04081__350__09-56-14-395.txt,1044,220.843,1015.12,1478977.97375,40646.75,506.48,1832.97605363985,2000-01-01 09:56:14
351,500_565_QEPB04081__351__09-56-15-396.txt,1044,220.843,1015.12,1475975.88424,40495.12,506.48,1829.25122605364,2000-01-01 09:56:15
352,500_565_QEPB04081__352__09-56-16-403.txt,1044,220.843,1015.12,1476916.06426,40538.38,506.48,1830.43459770115,2000-01-01 09:56:16
353,500_565_QEPB04081__353__09-56-17-419.txt,1044,220.843,1015.12,1478167.26475,40625.25,506.48,1831.98563218391,2000-01-01 09:56:17
354,500_565_QEPB04081__354__09-56-18-409.txt,1044,220.843,1015.12,1477888.21726,40609.88,505.707,1831.63287356322,2000-01-01 09:56:18
355,500_565_QEPB04081__355__09-56-19-401.txt,1044,220.843,1015.12,1478092.48176,40574.38,505.707,1831.89340996169,2000-01-01 09:56:19
356,500_565_QEPB04081__356__09-56-20-400.txt,1044,220.843,1015.12,1477275.06974,40644.62,505.707,1830.87287356322,2000-01-01 09:56:20
357,500_565_QEPB04081__357__09-56-21-396.txt,1044,220.843,1015.12,1477373.44074,40526.12,505.707,1831.00218390804,2000-01-01 09:56:21
358,500_565_QEPB04081__358__09-56-22-392.txt,1044,220.843,1015.12,1476769.07975,40480.25,505.707,1830.25478927203,2000-01-01 09:56:22
359,500_565_QEPB04081__359__09-56-23-384.txt,1044,220.843,1015.12,1476060.75125,40526.75,505.707,1829.37164750958,2000-01-01 09:56:23
360,500_565_QEPB04081__360__09-56-24-378.txt,1044,220.843,1015.12,1476497.66126,40498.38,505.707,1829.91927203065,2000-01-01 09:56:24
361,500_565_QEPB04081__361__09-56-25-368.txt,1044,220.843,1015.12,1475657.07674,40537.12,505.707,1828.87957854406,2000-01-01 09:56:25
362,500_565_QEPB04081__362__09-56-26-359.txt,1044,220.843,1015.12,1475458.47375,40438.25,505.707,1828.61973180077,2000-01-01 09:56:26
363,500_565_QEPB04081__363__09-56-27-356.txt,1044,220.843,1015.12,1476832.50624,40496.62,505.707,1830.34126436781,2000-01-01 09:56:27
364,500_565_QEPB04081__364__09-56-28-350.txt,1044,220.843,1015.12,1475225.40976,40466.88,505.707,1828.34072796935,2000-01-01 09:56:28
365,500_565_QEPB04081__365__09-56-29-352.txt,1044,220.843,1015.12,1475829.37724,40442.62,506.48,1829.08455938697,2000-01-01 09:56:29
366,500_565_QEPB04081__366__09-56-30-346.txt,1044,220.843,1015.12,1475246.72124,40416.12,506.48,1828.3709578544,2000-01-01 09:56:30
367,500_565_QEPB04081__367__09-56-31-354.txt,1044,220.843,1015.12,1475139.19275,40452.75,505.707,1828.2337164751,2000-01-01 09:56:31
368,500_565_QEPB04081__368__09-56-32-360.txt,1044,220.843,1015.12,1475955.85224,40420.12,505.707,1829.25314176245,2000-01-01 09:56:32
369,500_565_QEPB04081__369__09-56-33-353.txt,1044,220.843,1015.12,1475336.48924,40379.12,505.707,1828.48398467433,2000-01-01 09:56:33
370,500_565_QEPB04081__370__09-56-34-349.txt,1044,220.843,1015.12,1474954.218,40451.5,505.707,1828.00574712644,2000-01-01 09:56:34
371,500_565_QEPB04081__371__09-56-35-352.txt,1044,220.843,1015.12,1474954.979,40442.5,505.707,1828.00478927203,2000-01-01 09:56:35
372,500_565_QEPB04081__372__09-56-36-346.txt,1044,220.843,1015.12,1473574.97575,40484.25,506.48,1826.28831417625,2000-01-01 09:56:36
373,500_565_QEPB04081__373__09-56-37-337.txt,1044,220.843,1015.12,1475135.07425,40428.25,506.48,1828.24137931034,2000-01-01 09:56:37
