Index,File,Points,Lambda_Min,Lambda_Max,Integral,Peak_Value,Peak_Lambda,Mean_Value,Time_HMS
25,500_285_QEPB04081__25__14-55-59-444.txt,1044,220.843,1015.12,965800.59976,29544.88,504.934,1197.04379310345,2000-01-01 14:55:59
26,500_285_QEPB04081__26__14-56-00-440.txt,1044,220.843,1015.12,965127.874,29503.5,504.934,1196.20402298851,2000-01-01 14:56:00
27,500_285_QEPB04081__27__14-56-01-438.txt,1044,220.843,1015.12,965306.91674,29449.12,505.707,1196.43704980843,2000-01-01 14:56:01
28,500_285_QEPB04081__28__14-56-02-436.txt,1044,220.843,1015.12,964865.43826,29456.38,504.934,1195.88,2000-01-01 14:56:02
29,500_285_QEPB04081__29__14-56-03-431.txt,1044,220.843,1015.12,964945.555,29472,504.934,1195.98563218391,2000-01-01 14:56:03
30,500_285_QEPB04081__30__14-56-04-429.txt,1044,220.843,1015.12,964766.77,29433,505.707,1195.75095785441,2000-01-01 14:56:04
31,500_285_QEPB04081__31__14-56-05-421.txt,1044,220.843,1015.12,966126.48976,29480.38,504.934,1197.45567049809,2000-01-01 14:56:05
32,500_285_QEPB04081__32__14-56-06-417.txt,1044,220.843,1015.12,966257.788,29464,504.934,1197.61685823755,2000-01-01 14:56:06
33,500_285_QEPB04081__33__14-56-07-414.txt,1044,220.843,1015.12,918063.37525,28012.25,505.707,1137.88122605364,2000-01-01 14:56:07
34,500_285_QEPB04081__34__14-56-08-416.txt,1044,220.843,1015.12,868341.06976,26531.88,505.707,1076.24781609196,2000-01-01 14:56:08
36,500_285_QEPB04081__36__14-56-09-427.txt,1044,220.843,1015.12,914906.289,27921,504.934,1133.96743295019,2000-01-01 14:56:09
37,500_285_QEPB04081__37__14-56-10-421.txt,1044,220.843,1015.12,927434.68774,28309.12,504.934,1149.49164750958,2000-01-01 14:56:10
38,500_285_QEPB04081__38__14-56-11-424.txt,1044,220.843,1015.12,859684.94826,26236.88,504.934,1065.5198467433,2000-01-01 14:56:11
39,500_285_QEPB04081__39__14-56-12-415.txt,1044,220.843,1015.12,880467.60525,26869.25,504.934,1091.28256704981,2000-01-01 14:56:12
40,500_285_QEPB04081__40__14-56-13-408.txt,1044,220.843,1015.12,871280.77375,26544.75,504.934,1079.8908045977,2000-01-01 14:56:13
41,500_285_QEPB04081__41__14-56-14-403.txt,1044,220.843,1015.12,950861.75375,29043.25,505.707,1178.52203065134,2000-01-01 14:56:14
42,500_285_QEPB04081__42__14-56-15-398.txt,1044,220.843,1015.12,952791.69474,29065.62,504.934,1180.9178927203,2000-01-01 14:56:15
43,500_285_QEPB04081__43__14-56-16-404.txt,1044,220.843,1015.12,954951.42374,29101.62,504.934,1183.60946360153,2000-01-01 14:56:16
44,500_285_QEPB04081__44__14-56-17-402.txt,1044,220.843,1015.12,954832.13574,29118.12,504.934,1183.45333333333,2000-01-01 14:56:17
45,500_285_QEPB04081__45__14-56-18-397.txt,1044,220.843,1015.12,955692.05826,29112.38,504.934,1184.52463601533,2000-01-01 14:56:18
46,500_285_QEPB04081__46__14-56-19-393.txt,1044,220.843,1015.12,954953.6,29132.5,504.934,1183.59482758621,2000-01-01 14:56:19
47,500_285_QEPB04081__47__14-56-20-384.txt,1044,220.843,1015.12,955861.00624,29183.12,504.934,1184.72536398467,2000-01-01 14:56:20
48,500_285_QEPB04081__48__14-56-21-372.txt,1044,220.843,1015.12,956218.29574,29111.62,504.934,1185.17842911877,2000-01-01 14:56:21
49,500_285_QEPB04081__49__14-56-22-363.txt,1044,220.843,1015.12,956368.83275,29166.25,505.707,1185.3601532567,2000-01-01 14:56:22
50,500_285_QEPB04081__50__14-56-23-355.txt,1044,220.843,1015.12,956136.38174,29187.12,504.934,1185.06923371647,2000-01-01 14:56:23
51,500_285_QEPB04081__51__14-56-24-360.txt,1044,220.843,1015.12,956659.45324,29128.62,505.707,1185.71578544061,2000-01-01 14:56:24
52,500_285_QEPB04081__52__14-56-25-353.txt,1044,220.843,1015.12,957282.72,29144.5,504.934,1186.50191570881,2000-01-01 14:56:25
53,500_285_QEPB04081__53__14-56-26-343.txt,1044,220.843,1015.12,957181.93874,29131.62,504.934,1186.37957854406,2000-01-01 14:56:26
54,500_285_QEPB04081__54__14-56-27-354.txt,1044,220.843,1015.12,956501.06124,29161.12,505.707,1185.52900383141,2000-01-01 14:56:27
55,500_285_QEPB04081__55__14-56-28-346.txt,1044,220.843,1015.12,955925.44025,29103.25,504.934,1184.80268199234,2000-01-01 14:56:28
56,500_285_QEPB04081__56__14-56-29-337.txt,1044,220.843,1015.12,955864.10224,29069.62,505.707,1184.73494252873,2000-01-01 14:56:29
57,500_285_QEPB04081__57__14-56-30-334.txt,1044,220.843,1015.12,955572.71376,29059.38,505.707,1184.37233716475,2000-01-01 14:56:30
58,500_285_QEPB04081__58__14-56-31-351.txt,1044,220.843,1015.12,955907.54575,29039.25,504.934,1184.80172413793,2000-01-01 14:56:31
59,500_285_QEPB04081__59__14-56-32-354.txt,1044,220.843,1015.12,955710.74174,28964.12,504.934,1184.55486590038,2000-01-01 14:56:32
60,500_285_QEPB04081__60__14-56-33-343.txt,1044,220.843,1015.12,955778.135,28983.5,505.707,1184.64655172414,2000-01-01 14:56:33
61,500_285_QEPB04081__61__14-56-34-353.txt,1044,220.843,1015.12,955577.36424,29047.62,505.707,1184.3862835249,2000-01-01 14:56:34
62,500_285_QEPB04081__62__14-56-35-347.txt,1044,220.843,1015.12,954789.56,28978,505.707,1183.41283524904,2000-01-01 14:56:35
63,500_285_QEPB04081__63__14-56-36-357.txt,1044,220.843,1015.12,954508.759,28903,504.934,1183.06800766284,2000-01-01 14:56:36
64,500_285_QEPB04081__64__14-56-37-350.txt,1044,220.843,1015.12,955251.18676,28877.88,505.707,1184.00260536399,2000-01-01 14:56:37
65,500_285_QEPB04081__65__14-56-38-341.txt,1044,220.843,1015.12,954372.2165,28936,505.707,1182.89846743295,2000-01-01 14:56:38
66,500_285_QEPB04081__66__14-56-39-340.txt,1044,220.843,1015.12,954584.22275,28906.25,505.707,1183.16762452107,2000-01-01 14:56:39
67,500_285_QEPB04081__67__14-56-40-350.txt,1044,220.843,1015.12,953465.7955,28955.5,504.934,1181.77203065134,2000-01-01 14:56:40
68,500_285_QEPB04081__68__14-56-41-344.txt,1044,220.843,1015.12,953789.77674,28925.12,505.707,1182.17938697318,2000-01-01 14:56:41
69,500_285_QEPB04081__69__14-56-42-352.txt,1044,220.843,1015.12,953958.61874,28925.62,504.934,1182.3862835249,2000-01-01 14:56:42
70,500_285_QEPB04081__70__14-56-43-341.txt,1044,220.843,1015.12,954919.66174,28838.62,505.707,1183.59126436781,2000-01-01 14:56:43
71,500_285_QEPB04081__71__14-56-44-331.txt,1044,220.843,1015.12,954115.5525,28878,504.934,1182.58429118774,2000-01-01 14:56:44
72,500_285_QEPB04081__72__14-56-45-322.txt,1044,220.843,1015.12,954032.88425,28865.75,504.934,1182.47892720307,2000-01-01 14:56:45
73,500_285_QEPB04081__73__14-56-46-323.txt,1044,220.843,1015.12,953945.38175,28872.25,505.707,1182.38026819923,2000-01-01 14:56:46
74,500_285_QEPB04081__74__14-56-47-320.txt,1044,220.843,1015.12,953640.26424,28804.12,504.934,1181.99931034482,2000-01-01 14:56:47
75,500_285_QEPB04081__75__14-56-48-328.txt,1044,220.843,1015.12,953406.9885,28835,504.934,1181.71072796935,2000-01-01 14:56:48
76,500_285_QEPB04081__76__14-56-49-330.txt,1044,220.843,1015.12,953752.29376,28768.88,505.707,1182.15203065134,2000-01-01 14:56:49
77,500_285_QEPB04081__77__14-56-50-326.txt,1044,220.843,1015.12,953878.791,28820.5,505.707,1182.29789272031,2000-01-01 14:56:50
78,500_285_QEPB04081__78__14-56-51-330.txt,1044,220.843,1015.12,952878.95275,28788.75,505.707,1181.05363984674,2000-01-01 14:56:51
79,500_285_QEPB04081__79__14-56-52-330.txt,1044,220.843,1015.12,953059.38025,28743.25,505.707,1181.28256704981,2000-01-01 14:56:52
80,500_285_QEPB04081__80__14-56-53-339.txt,1044,220.843,1015.12,953279.0175,28796.5,504.934,1181.55938697318,2000-01-01 14:56:53
81,500_285_QEPB04081__81__14-56-54-333.txt,1044,220.843,1015.12,953109.13474,28763.12,505.707,1181.34222222222,2000-01-01 14:56:54
82,500_285_QEPB04081__82__14-56-55-327.txt,1044,220.843,1015.12,953278.962,28821.5,505.707,1181.55842911877,2000-01-01 14:56:55
83,500_285_QEPB04081__83__14-56-56-316.txt,1044,220.843,1015.12,952494.06875,28709.25,505.707,1180.58429118774,2000-01-01 14:56:56
84,500_285_QEPB04081__84__14-56-57-309.txt,1044,220.843,1015.12,952657.33524,28747.62,504.934,1180.7761302682,2000-01-01 14:56:57
85,500_285_QEPB04081__85__14-56-58-308.txt,1044,220.843,1015.12,952721.12625,28777.25,505.707,1180.86877394636,2000-01-01 14:56:58
86,500_285_QEPB04081__86__14-56-59-300.txt,1044,220.843,1015.12,952747.8195,28696.5,505.707,1180.90708812261,2000-01-01 14:56:59
87,500_285_QEPB04081__87__14-57-00-288.txt,1044,220.843,1015.12,952739.2175,28742.5,504.934,1180.89272030651,2000-01-01 14:57:00
88,500_285_QEPB04081__88__14-57-01-291.txt,1044,220.843,1015.12,951650.15176,28713.88,505.707,1179.53421455939,2000-01-01 14:57:01
89,500_285_QEPB04081__89__14-57-02-285.txt,1044,220.843,1015.12,952373.21525,28717.25,505.707,1180.43582375479,2000-01-01 14:57:02
90,500_285_QEPB04081__90__14-57-03-285.txt,1044,220.843,1015.12,951979.68375,28680.25,505.707,1179.95019157088,2000-01-01 14:57:03
91,500_285_QEPB04081__91__14-57-04-284.txt,1044,220.843,1015.12,952359.77425,28659.75,505.707,1180.42720306513,2000-01-01 14:57:04
92,500_285_QEPB04081__92__14-57-05-285.txt,1044,220.843,1015.12,951871.60376,28709.88,505.707,1179.80911877395,2000-01-01 14:57:05
93,500_285_QEPB04081__93__14-57-06-289.txt,1044,220.843,1015.12,953102.59226,28722.38,505.707,1181.35892720307,2000-01-01 14:57:06
94,500_285_QEPB04081__94__14-57-07-290.txt,1044,220.843,1015.12,951571.48274,28711.12,505.707,1179.44088122605,2000-01-01 14:57:07
95,500_285_QEPB04081__95__14-57-08-293.txt,1044,220.843,1015.12,951556.89774,28648.12,505.707,1179.42459770115,2000-01-01 14:57:08
96,500_285_QEPB04081__96__14-57-09-290.txt,1044,220.843,1015.12,950880.80224,28667.62,505.707,1178.57785440613,2000-01-01 14:57:09
97,500_285_QEPB04081__97__14-57-10-282.txt,1044,220.843,1015.12,950998.60376,28670.88,505.707,1178.72865900383,2000-01-01 14:57:10
98,500_285_QEPB04081__98__14-57-11-282.txt,1044,220.843,1015.12,951266.28424,28693.12,505.707,1179.06348659004,2000-01-01 14:57:11
99,500_285_QEPB04081__99__14-57-12-285.txt,1044,220.843,1015.12,950803.9345,28592,505.707,1178.49329501916,2000-01-01 14:57:12
100,500_285_QEPB04081__100__14-57-13-298.txt,1044,220.843,1015.12,951693.698,28577.5,505.707,1179.60536398467,2000-01-01 14:57:13
101,500_285_QEPB04081__101__14-57-14-292.txt,1044,220.843,1015.12,951029.35426,28636.38,504.934,1178.77750957855,2000-01-01 14:57:14
102,500_285_QEPB04081__102__14-57-15-285.txt,1044,220.843,1015.12,950122.29574,28578.62,505.707,1177.64203065134,2000-01-01 14:57:15
103,500_285_QEPB04081__103__14-57-16-293.txt,1044,220.843,1015.12,950570.79126,28596.88,505.707,1178.20279693487,2000-01-01 14:57:16
104,500_285_QEPB04081__104__14-57-17-291.txt,1044,220.843,1015.12,950489.60324,28647.12,505.707,1178.1056321839,2000-01-01 14:57:17
105,500_285_QEPB04081__105__14-57-18-286.txt,1044,220.843,1015.12,950488.17674,28655.12,505.707,1178.10371647509,2000-01-01 14:57:18
106,500_285_QEPB04081__106__14-57-19-292.txt,1044,220.843,1015.12,950018.72776,28580.88,505.707,1177.52176245211,2000-01-01 14:57:19
107,500_285_QEPB04081__107__14-57-20-283.txt,1044,220.843,1015.12,950504.87826,28545.38,504.934,1178.1290421456,2000-01-01 14:57:20
108,500_285_QEPB04081__108__14-57-21-283.txt,1044,220.843,1015.12,950177.16574,28590.12,505.707,1177.71961685823,2000-01-01 14:57:21
109,500_285_QEPB04081__109__14-57-22-282.txt,1044,220.843,1015.12,949698.07324,28605.62,505.707,1177.11712643678,2000-01-01 14:57:22
110,500_285_QEPB04081__110__14-57-23-279.txt,1044,220.843,1015.12,949856.31126,28570.88,505.707,1177.3177394636,2000-01-01 14:57:23
111,500_285_QEPB04081__111__14-57-24-272.txt,1044,220.843,1015.12,950303.20626,28599.38,504.934,1177.87808429119,2000-01-01 14:57:24
112,500_285_QEPB04081__112__14-57-25-266.txt,1044,220.843,1015.12,950323.24975,28579.75,504.934,1177.90900383142,2000-01-01 14:57:25
113,500_285_QEPB04081__113__14-57-26-263.txt,1044,220.843,1015.12,950396.03975,28553.25,504.934,1177.99233716475,2000-01-01 14:57:26
114,500_285_QEPB04081__114__14-57-27-264.txt,1044,220.843,1015.12,950174.21475,28554.75,505.707,1177.72413793103,2000-01-01 14:57:27
115,500_285_QEPB04081__115__14-57-28-262.txt,1044,220.843,1015.12,949974.39925,28577.25,505.707,1177.469348659,2000-01-01 14:57:28
116,500_285_QEPB04081__116__14-57-29-253.txt,1044,220.843,1015.12,949669.17226,28516.88,505.707,1177.08689655173,2000-01-01 14:57:29
117,500_285_QEPB04081__117__14-57-30-248.txt,1044,220.843,1015.12,949854.1035,28535,505.707,1177.31704980843,2000-01-01 14:57:30
118,500_285_QEPB04081__118__14-57-31-244.txt,1044,220.843,1015.12,950136.008,28560.5,505.707,1177.67816091954,2000-01-01 14:57:31
119,500_285_QEPB04081__119__14-57-32-255.txt,1044,220.843,1015.12,950586.50975,28616.25,505.707,1178.23275862069,2000-01-01 14:57:32
120,500_285_QEPB04081__120__14-57-33-255.txt,1044,220.843,1015.12,949507.43525,28533.25,504.934,1176.89272030651,2000-01-01 14:57:33
121,500_285_QEPB04081__121__14-57-34-260.txt,1044,220.843,1015.12,949229.93276,28521.88,505.707,1176.54570881226,2000-01-01 14:57:34
122,500_285_QEPB04081__122__14-57-35-251.txt,1044,220.843,1015.12,949508.66125,28576.25,505.707,1176.89463601533,2000-01-01 14:57:35
123,500_285_QEPB04081__123__14-57-36-241.txt,1044,220.843,1015.12,949573.4805,28577.5,505.707,1176.97892720307,2000-01-01 14:57:36
124,500_285_QEPB04081__124__14-57-37-239.txt,1044,220.843,1015.12,949485.76975,28540.25,505.707,1176.86494252874,2000-01-01 14:57:37
125,500_285_QEPB04081__125__14-57-38-237.txt,1044,220.843,1015.12,949528.77024,28502.12,504.934,1176.92076628352,2000-01-01 14:57:38
126,500_285_QEPB04081__126__14-57-39-231.txt,1044,220.843,1015.12,921304.94574,27671.12,505.707,1141.95045977011,2000-01-01 14:57:39
127,500_285_QEPB04081__127__14-57-40-225.txt,1044,220.843,1015.12,920677.62075,27708.75,505.707,1141.15134099617,2000-01-01 14:57:40
128,500_285_QEPB04081__128__14-57-41-242.txt,1044,220.843,1015.12,948229.18776,28449.38,505.707,1175.31390804598,2000-01-01 14:57:41
129,500_285_QEPB04081__129__14-57-42-233.txt,1044,220.843,1015.12,949328.90025,28545.25,505.707,1176.6877394636,2000-01-01 14:57:42
130,500_285_QEPB04081__130__14-57-43-224.txt,1044,220.843,1015.12,948930.92475,28459.25,505.707,1176.18007662835,2000-01-01 14:57:43
131,500_285_QEPB04081__131__14-57-44-223.txt,1044,220.843,1015.12,949508.28825,28482.75,505.707,1176.90517241379,2000-01-01 14:57:44
132,500_285_QEPB04081__132__14-57-45-217.txt,1044,220.843,1015.12,949289.20675,28464.75,505.707,1176.62931034483,2000-01-01 14:57:45
133,500_285_QEPB04081__133__14-57-46-209.txt,1044,220.843,1015.12,948499.71075,28453.25,505.707,1175.64367816092,2000-01-01 14:57:46
134,500_285_QEPB04081__134__14-57-47-206.txt,1044,220.843,1015.12,949282.48424,28528.12,505.707,1176.62957854406,2000-01-01 14:57:47
135,500_285_QEPB04081__135__14-57-48-201.txt,1044,220.843,1015.12,948683.2705,28515.5,505.707,1175.87835249042,2000-01-01 14:57:48
136,500_285_QEPB04081__136__14-57-49-200.txt,1044,220.843,1015.12,949638.60926,28513.88,505.707,1177.07157088123,2000-01-01 14:57:49
137,500_285_QEPB04081__137__14-57-50-194.txt,1044,220.843,1015.12,949494.16426,28455.88,505.707,1176.88862068966,2000-01-01 14:57:50
138,500_285_QEPB04081__138__14-57-51-205.txt,1044,220.843,1015.12,948434.38426,28485.88,505.707,1175.56295019157,2000-01-01 14:57:51
139,500_285_QEPB04081__139__14-57-52-200.txt,1044,220.843,1015.12,949014.15174,28448.62,505.707,1176.2924137931,2000-01-01 14:57:52
140,500_285_QEPB04081__140__14-57-53-189.txt,1044,220.843,1015.12,948666.62824,28419.12,505.707,1175.85946360153,2000-01-01 14:57:53
141,500_285_QEPB04081__141__14-57-54-203.txt,1044,220.843,1015.12,948204.17326,28488.88,505.707,1175.28038314177,2000-01-01 14:57:54
142,500_285_QEPB04081__142__14-57-55-197.txt,1044,220.843,1015.12,948704.7945,28411.5,505.707,1175.90804597701,2000-01-01 14:57:55
143,500_285_QEPB04081__143__14-57-56-191.txt,1044,220.843,1015.12,947949.68225,28449.75,505.707,1174.96072796935,2000-01-01 14:57:56
144,500_285_QEPB04081__144__14-57-57-185.txt,1044,220.843,1015.12,948805.55726,28410.38,505.707,1176.03134099617,2000-01-01 14:57:57
145,500_285_QEPB04081__145__14-57-58-176.txt,1044,220.843,1015.12,949075.0465,28388,505.707,1176.3754789272,2000-01-01 14:57:58
146,500_285_QEPB04081__146__14-57-59-172.txt,1044,220.843,1015.12,947773.636,28365.5,505.707,1174.74329501916,2000-01-01 14:57:59
147,500_285_QEPB04081__147__14-58-00-176.txt,1044,220.843,1015.12,948004.21676,28418.88,505.707,1175.03421455939,2000-01-01 14:58:00
148,500_285_QEPB04081__148__14-58-01-178.txt,1044,220.843,1015.12,948308.27975,28354.75,506.48,1175.42337164751,2000-01-01 14:58:01
149,500_285_QEPB04081__149__14-58-02-180.txt,1044,220.843,1015.12,947902.20676,28362.38,506.48,1174.91544061303,2000-01-01 14:58:02
150,500_285_QEPB04081__150__14-58-03-187.txt,1044,220.843,1015.12,947356.05026,28343.88,505.707,1174.23440613027,2000-01-01 14:58:03
151,500_285_QEPB04081__151__14-58-04-185.txt,1044,220.843,1015.12,948084.5815,28397,505.707,1175.15038314176,2000-01-01 14:58:04
152,500_285_QEPB04081__152__14-58-05-180.txt,1044,220.843,1015.12,947409.09074,28375.12,505.707,1174.30103448276,2000-01-01 14:58:05
153,500_285_QEPB04081__153__14-58-06-187.txt,1044,220.843,1015.12,947724.21975,28375.75,505.707,1174.70402298851,2000-01-01 14:58:06
154,500_285_QEPB04081__154__14-58-07-185.txt,1044,220.843,1015.12,947731.86974,28322.62,506.48,1174.71291187739,2000-01-01 14:58:07
155,500_285_QEPB04081__155__14-58-08-185.txt,1044,220.843,1015.12,947823.7005,28349,505.707,1174.83141762452,2000-01-01 14:58:08
156,500_285_QEPB04081__156__14-58-09-189.txt,1044,220.843,1015.12,946917.4675,28327.5,506.48,1173.6877394636,2000-01-01 14:58:09
157,500_285_QEPB04081__157__14-58-10-184.txt,1044,220.843,1015.12,946580.3695,28256,505.707,1173.27777777778,2000-01-01 14:58:10
158,500_285_QEPB04081__158__14-58-11-182.txt,1044,220.843,1015.12,946330.42,28304.5,505.707,1172.969348659,2000-01-01 14:58:11
159,500_285_QEPB04081__159__14-58-12-179.txt,1044,220.843,1015.12,946496.43025,28272.25,505.707,1173.17720306513,2000-01-01 14:58:12
160,500_285_QEPB04081__160__14-58-13-191.txt,1044,220.843,1015.12,946798.09125,28304.75,505.707,1173.55747126437,2000-01-01 14:58:13
161,500_285_QEPB04081__161__14-58-14-181.txt,1044,220.843,1015.12,946356.198,28277.5,505.707,1173.00862068966,2000-01-01 14:58:14
162,500_285_QEPB04081__162__14-58-15-172.txt,1044,220.843,1015.12,946475.62326,28299.38,505.707,1173.15298850575,2000-01-01 14:58:15
163,500_285_QEPB04081__163__14-58-16-170.txt,1044,220.843,1015.12,946617.856,28266.5,505.707,1173.33141762452,2000-01-01 14:58:16
164,500_285_QEPB04081__164__14-58-17-165.txt,1044,220.843,1015.12,946523.44475,28281.75,505.707,1173.22030651341,2000-01-01 14:58:17
165,500_285_QEPB04081__165__14-58-18-159.txt,1044,220.843,1015.12,946372.87426,28270.38,506.48,1173.02846743295,2000-01-01 14:58:18
166,500_285_QEPB04081__166__14-58-19-151.txt,1044,220.843,1015.12,945962.32175,28225.25,505.707,1172.51724137931,2000-01-01 14:58:19
167,500_285_QEPB04081__167__14-58-20-140.txt,1044,220.843,1015.12,946361.25074,28257.62,505.707,1173.01559386973,2000-01-01 14:58:20
168,500_285_QEPB04081__168__14-58-21-147.txt,1044,220.843,1015.12,946055.20424,28226.62,506.48,1172.64107279693,2000-01-01 14:58:21
169,500_285_QEPB04081__169__14-58-22-141.txt,1044,220.843,1015.12,946586.1195,28242,506.48,1173.29789272031,2000-01-01 14:58:22
170,500_285_QEPB04081__170__14-58-23-150.txt,1044,220.843,1015.12,945926.75025,28240.25,505.707,1172.47413793103,2000-01-01 14:58:23
171,500_285_QEPB04081__171__14-58-24-153.txt,1044,220.843,1015.12,945486.869,28212.5,505.707,1171.9214559387,2000-01-01 14:58:24
172,500_285_QEPB04081__172__14-58-25-143.txt,1044,220.843,1015.12,946019.25775,28211.25,506.48,1172.59003831418,2000-01-01 14:58:25
173,500_285_QEPB04081__173__14-58-26-145.txt,1044,220.843,1015.12,945950.13775,28222.25,505.707,1172.50287356322,2000-01-01 14:58:26
174,500_285_QEPB04081__174__14-58-27-138.txt,1044,220.843,1015.12,945974.19374,28205.12,506.48,1172.53187739463,2000-01-01 14:58:27
175,500_285_QEPB04081__175__14-58-28-136.txt,1044,220.843,1015.12,945483.615,28223,505.707,1171.92720306513,2000-01-01 14:58:28
176,500_285_QEPB04081__176__14-58-29-134.txt,1044,220.843,1015.12,945747.77575,28251.75,505.707,1172.25957854406,2000-01-01 14:58:29
177,500_285_QEPB04081__177__14-58-30-131.txt,1044,220.843,1015.12,945230.12725,28170.25,506.48,1171.61206896552,2000-01-01 14:58:30
178,500_285_QEPB04081__178__14-58-31-142.txt,1044,220.843,1015.12,945780.80574,28180.62,506.48,1172.30007662835,2000-01-01 14:58:31
179,500_285_QEPB04081__179__14-58-32-157.txt,1044,220.843,1015.12,945208.84725,28219.25,505.707,1171.59099616858,2000-01-01 14:58:32
180,500_285_QEPB04081__180__14-58-33-159.txt,1044,220.843,1015.12,945356.95874,28160.12,504.934,1171.76750957854,2000-01-01 14:58:33
181,500_285_QEPB04081__181__14-58-34-153.txt,1044,220.843,1015.12,944860.54874,28242.62,505.707,1171.14490421456,2000-01-01 14:58:34
182,500_285_QEPB04081__182__14-58-35-160.txt,1044,220.843,1015.12,945162.94026,28130.88,504.934,1171.52750957855,2000-01-01 14:58:35
183,500_285_QEPB04081__183__14-58-36-150.txt,1044,220.843,1015.12,945768.65825,28186.75,506.48,1172.28831417625,2000-01-01 14:58:36
184,500_285_QEPB04081__184__14-58-37-139.txt,1044,220.843,1015.12,944816.76276,28192.88,505.707,1171.09647509579,2000-01-01 14:58:37
185,500_285_QEPB04081__185__14-58-38-141.txt,1044,220.843,1015.12,944652.43324,28146.12,506.48,1170.89586206896,2000-01-01 14:58:38
186,500_285_QEPB04081__186__14-58-39-151.txt,1044,220.843,1015.12,945355.45476,28165.38,505.707,1171.77463601533,2000-01-01 14:58:39
187,500_285_QEPB04081__187__14-58-40-142.txt,1044,220.843,1015.12,945440.694,28149,505.707,1171.88888888889,2000-01-01 14:58:40
188,500_285_QEPB04081__188__14-58-41-134.txt,1044,220.843,1015.12,945443.42324,28156.12,505.707,1171.89490421456,2000-01-01 14:58:41
189,500_285_QEPB04081__189__14-58-42-125.txt,1044,220.843,1015.12,945153.10026,28129.88,505.707,1171.52559386973,2000-01-01 14:58:42
190,500_285_QEPB04081__190__14-58-43-114.txt,1044,220.843,1015.12,945015.56676,28154.38,505.707,1171.35030651341,2000-01-01 14:58:43
191,500_285_QEPB04081__191__14-58-44-113.txt,1044,220.843,1015.12,944751.79824,28117.62,506.48,1171.0270881226,2000-01-01 14:58:44
192,500_285_QEPB04081__192__14-58-45-107.txt,1044,220.843,1015.12,944720.92376,28164.38,505.707,1170.98536398468,2000-01-01 14:58:45
193,500_285_QEPB04081__193__14-58-46-109.txt,1044,220.843,1015.12,944931.92224,28129.12,506.48,1171.24356321839,2000-01-01 14:58:46
194,500_285_QEPB04081__194__14-58-47-094.txt,1044,220.843,1015.12,945179.59526,28145.88,505.707,1171.56103448276,2000-01-01 14:58:47
195,500_285_QEPB04081__195__14-58-48-095.txt,1044,220.843,1015.12,944531.88025,28133.75,505.707,1170.75670498084,2000-01-01 14:58:48
